ID,Profit99,Online99,Age99,Inc99,Tenure99
102,1428,0,3,9,6.08
103,958,0,4,9,18.5
104,-17,0,2,7,10
105,483,0,2,9,4.41
106,113,0,7,6,30.08
107,-51,0,4,9,5.16
108,-95,0,1,1,16.75
109,-145,0,4,4,1.25
110,-32,0,4,6,2.41
111,-124,0,3,6,3.41
112,-51,0,1,3,2.75
113,74,0,7,8,3
114,437,0,5,6,18.08
115,-107,0,4,6,9.41
116,140,0,3,3,11.25
117,256,0,2,6,2.08
118,-43,0,2,6,5.41
119,-31,0,4,8,10.41
120,184,0,4,5,15.58
121,143,0,3,8,7.5
122,106,0,2,3,1.33
123,468,0,4,9,2.5
124,-64,0,3,2,4.08
125,64,0,7,6,4.5
126,135,0,3,7,8.41
127,-29,0,1,3,0.75
128,635,0,3,9,4.33
129,17,0,5,5,13.66
130,-114,0,2,6,3.5
131,-189,0,6,4,21.75
132,-25,0,3,9,3.33
133,-38,0,7,7,5.58
134,106,0,3,7,7.91
135,-25,0,2,3,5.16
136,110,0,4,9,5.66
137,-115,0,6,6,10.41
138,202,0,2,6,0.58
139,-146,0,2,7,7
140,352,0,3,6,6
141,-118,0,6,4,17.91
142,437,0,4,8,25.16
143,338,0,4,9,14.25
144,-178,0,3,6,11.5
145,-114,0,1,4,5.58
146,532,0,5,9,27.75
147,-129,0,2,1,3.41
148,-57,0,2,6,1.75
149,90,0,4,5,11
150,98,0,2,6,5.83
151,227,0,4,3,4.41
152,-19,0,4,1,8.41
153,-26,0,1,7,5.41
154,115,0,4,7,5.83
155,261,0,4,4,9.91
156,52,0,4,8,14.58
157,-108,0,2,6,5.66
158,-15,0,2,4,8.5
159,316,0,5,3,4.75
160,23,0,4,1,1.08
161,-26,0,2,6,1.5
162,5,0,2,6,3
163,15,0,4,2,8.66
164,-57,0,5,5,13.25
165,-19,0,3,7,22.5
166,-61,0,4,4,28.58
167,591,0,5,6,30.66
168,24,0,2,7,23.5
169,146,0,3,6,9.5
170,-119,0,4,3,24.5
171,38,0,4,6,4.83
172,-33,0,5,3,20.66
173,17,0,4,6,18.25
174,366,0,3,3,7.83
175,1487,0,3,8,5
176,91,0,4,5,7.5
177,303,0,3,6,10.08
178,-57,0,1,3,3.33
179,487,0,3,6,11
180,-25,0,4,9,14.5
181,-34,0,7,3,2.16
182,-83,0,4,5,10.16
183,118,0,5,4,28.16
184,128,0,2,7,5.75
185,-8,0,2,3,3.91
186,69,0,2,9,7.91
187,-86,0,4,5,7.33
188,-54,0,3,6,6.75
189,693,0,4,7,3.75
190,20,0,2,5,8.66
191,14,0,2,7,1.16
192,-109,0,4,6,4.08
193,254,0,2,1,3.66
194,232,0,2,6,4.33
195,831,0,4,8,16.91
196,766,0,4,6,5.66
197,-67,0,4,4,5.83
198,-57,0,6,6,1.25
199,-40,0,2,3,1.5
200,135,0,4,9,15.66
201,148,0,2,9,6.58
202,-15,0,5,7,4.08
203,124,0,1,4,16.41
204,-29,0,1,5,2.41
205,-141,0,5,3,9.66
206,-50,0,4,7,17.91
207,266,0,5,6,20.33
208,-17,0,4,3,22.66
209,-37,0,3,6,6.25
210,408,0,5,5,19.25
211,4,0,2,3,11.5
212,498,0,7,6,16.41
213,-106,0,4,5,22.58
214,512,0,4,9,34
215,-7,0,2,3,5.25
216,665,0,4,9,22.75
217,166,0,3,7,2
218,67,0,3,3,3.66
219,513,0,3,6,6.75
220,228,0,6,3,5.16
221,-44,0,4,7,1.5
222,173,0,7,6,20.58
223,14,0,2,1,5.75
224,-126,0,5,9,9.16
225,967,0,5,9,5.83
226,-11,0,3,9,5.33
227,39,0,4,6,15.08
228,24,0,5,8,8.25
229,255,0,3,9,9.66
230,54,0,4,6,30.66
231,138,0,3,6,7.16
232,-33,0,4,2,0.25
233,-33,0,1,3,4.58
234,87,0,3,4,4.91
235,-32,0,4,7,1.41
236,-53,0,2,9,6.25
237,-142,0,5,7,23.75
238,-69,0,2,3,7.41
239,-28,0,4,6,1.83
240,163,0,3,7,8.5
241,-4,0,5,5,27.83
242,147,0,5,7,3
243,-50,0,5,9,3.33
244,14,0,4,4,16.25
245,22,0,2,5,0.16
246,1349,0,4,9,12.75
247,50,0,7,9,19.75
248,136,0,3,4,15.08
249,-95,0,3,6,2.41
250,-66,0,4,9,2.66
251,-173,0,3,7,2.25
252,-35,0,2,6,9.5
253,-14,0,2,5,3.33
254,392,0,3,6,15.33
255,545,0,2,6,2
256,156,0,2,9,6
257,327,0,2,3,13.25
258,-18,0,4,9,5.5
259,44,0,4,7,4
260,12,0,3,9,19.66
261,59,0,2,4,7.25
262,-163,0,2,4,6
263,39,0,4,9,3.66
264,56,0,5,5,5
265,-10,0,3,3,12.08
266,87,0,3,6,12.33
267,302,0,3,8,0.33
268,-90,0,4,7,2.5
269,-31,0,6,4,5.08
270,403,0,7,7,13.58
271,-22,0,3,6,3.41
272,-56,0,1,1,17.5
273,320,0,6,5,17.91
274,-45,0,5,9,14.08
275,544,0,3,8,3.41
276,12,0,3,1,4.5
277,153,0,3,6,6.41
278,-46,0,7,6,2.5
279,-23,0,4,3,3.66
280,10,0,7,6,3.33
281,-45,0,1,2,2.91
282,-169,0,5,7,11.58
283,43,0,2,4,0.16
284,143,0,4,6,23.16
285,-30,0,3,6,7.16
286,219,0,5,5,15.66
287,-78,0,4,6,6.91
288,-66,0,1,2,4.08
289,1657,0,5,8,10.66
290,1091,0,6,3,16.83
291,-193,0,4,3,9.5
292,27,0,4,7,18.5
293,404,0,3,7,7.33
294,132,0,4,6,4.75
295,82,0,4,9,22.75
296,738,0,4,5,17.75
297,-19,0,7,6,23.16
298,10,0,3,4,5.08
299,-12,0,3,8,25.83
300,84,0,4,6,19.16
301,177,0,3,9,7.16
302,979,0,4,9,12
303,314,0,2,7,11.41
304,-47,0,1,6,2.33
305,-212,0,1,5,5.5
306,246,0,3,9,1.33
307,-40,0,3,4,6.16
308,-30,0,7,3,11.16
309,300,0,6,4,30.16
310,10,0,2,1,8.41
311,-41,0,3,5,6.75
312,385,0,3,9,10.83
313,35,0,4,4,7.33
314,165,0,3,5,8.91
315,575,0,5,5,2.83
316,1,0,2,3,1.16
317,439,0,4,9,25.83
318,436,0,6,7,10.83
319,350,0,3,5,7.58
320,372,0,4,7,13.5
321,173,0,4,9,16.66
322,855,0,7,5,21.33
323,105,0,2,7,6.16
324,246,0,3,6,8.91
325,710,0,4,9,20.08
326,-29,0,2,6,2.5
327,42,0,3,6,4.41
328,253,0,3,6,9.91
329,-75,0,4,9,12.91
330,268,0,2,3,7.75
331,-35,0,3,9,8.66
332,406,0,4,9,8.83
333,320,0,2,6,8.75
334,49,0,3,5,2.91
335,-28,0,1,1,4.58
336,197,0,4,7,5.08
337,-90,0,3,3,13.58
338,-6,0,3,4,8.5
339,152,0,3,4,14.91
340,-9,0,4,1,3
341,-149,0,3,7,9.33
342,291,0,4,9,4
343,98,0,4,6,2.41
344,-44,0,2,4,0.83
345,121,0,3,9,2.08
346,124,0,5,9,0.25
347,-20,0,3,2,4.16
348,-37,0,2,7,0.83
349,182,0,4,6,1.41
350,-115,0,2,6,6.08
351,-18,0,5,4,18.66
352,102,0,4,3,26.83
353,-139,0,6,6,24.16
354,123,0,4,7,8.25
355,-69,0,3,9,8.75
356,101,0,4,6,8.08
357,-21,0,2,3,11.16
358,-212,0,5,8,8.5
359,117,0,3,8,4.66
360,-9,0,3,9,1.58
361,34,0,4,8,8.75
362,-51,0,4,4,7.33
363,-64,0,4,6,5.5
364,-74,0,5,4,24.41
365,-149,0,7,3,27.16
366,105,0,3,9,12.41
367,-9,0,3,9,8.08
368,94,0,3,7,11
369,-37,0,3,7,5.41
370,177,0,5,6,15.41
371,18,0,4,4,10.58
372,144,0,4,4,7.58
373,33,0,3,5,7.41
374,-129,0,1,7,22.66
375,81,0,3,6,16.41
376,-67,0,4,8,20.83
377,14,0,5,9,20.75
378,-165,0,3,3,9.75
379,16,0,1,6,3.33
380,-39,0,5,8,1
381,65,0,1,7,4.41
382,-30,0,5,5,32.83
383,-34,0,3,4,15.91
384,1,0,2,7,6.41
385,-4,0,3,6,11.08
386,-64,0,2,7,4.83
387,91,0,3,5,17.66
388,-124,0,4,5,3.66
389,119,0,6,6,30.25
390,-36,0,2,5,7
391,262,0,2,8,5.75
392,-144,0,5,7,12.83
393,91,0,2,6,3.5
394,1,0,4,5,19.58
395,-26,0,4,5,4.16
396,2,0,2,7,11.08
397,-25,0,4,9,12.75
398,13,0,2,1,3.33
399,160,0,4,4,9
400,-177,0,2,8,6.58
401,25,0,2,6,5.75
402,-112,0,5,5,34.91
403,104,0,6,7,6
404,-8,0,5,4,11.41
405,49,0,5,8,11.5
406,-27,0,4,6,25.16
407,295,0,2,7,7.5
408,-49,0,3,3,3.25
409,0,0,1,5,12.41
410,88,0,3,6,7.75
411,-19,0,3,5,1.83
412,116,0,3,5,10.5
413,-197,0,3,7,5.25
414,1,0,3,5,0.58
415,46,0,4,1,1
416,191,0,2,3,4.41
417,-1,0,6,3,7.41
418,-10,0,3,6,23
419,485,0,4,8,24.41
420,-34,0,4,1,3.66
421,107,0,7,3,40.25
422,407,0,4,9,10.16
423,-95,0,1,1,2.5
424,451,0,7,3,30.08
425,409,0,4,7,19.5
426,57,0,4,6,16.25
427,-60,0,4,6,2.25
428,447,0,4,7,11.66
429,57,0,5,6,13
430,22,0,4,7,2.58
431,414,0,2,9,3.58
432,-118,0,5,9,15.33
433,-36,0,5,7,10.33
434,-26,0,4,8,2.41
435,61,0,3,5,4.08
436,-26,0,3,3,4.91
437,418,0,3,9,14.33
438,86,0,1,5,2.16
439,527,0,3,7,24.5
440,256,0,4,6,12.16
441,145,0,2,6,3.66
442,90,0,3,4,9.08
443,466,0,4,8,3.66
444,745,0,3,7,16.91
445,82,0,4,5,24.5
446,-29,0,3,5,7.41
447,-34,0,4,3,8.75
448,-71,0,4,8,27.25
449,142,0,2,5,4
450,422,0,2,7,6.91
451,-51,0,5,8,2.58
452,281,0,3,4,8.75
453,162,0,3,5,12.83
454,51,0,3,9,18.33
455,-75,0,2,6,10.66
456,-106,0,2,8,5.41
457,1265,0,6,8,15.5
458,123,0,4,6,9.66
459,-190,0,2,1,7.33
460,301,0,3,9,9.75
461,165,0,3,8,5.83
462,94,0,6,9,33.83
463,53,0,5,8,6.25
464,-59,0,3,7,13.25
465,4,0,1,3,8.91
466,-156,0,3,6,13.5
467,-94,0,7,7,12
468,216,0,4,7,3.33
469,330,0,6,6,29.91
470,1064,0,3,9,14.91
471,81,0,4,6,24.41
472,-185,0,3,6,12.58
473,-81,0,3,6,18.08
474,40,0,2,6,5.41
475,978,0,6,1,22.08
476,-98,0,3,6,7.41
477,-4,0,3,1,3.16
478,400,0,3,6,7
479,-81,0,2,9,1.5
480,8,0,3,1,2
481,-39,0,2,5,5.66
482,35,0,7,4,25.16
483,554,0,2,7,2.08
484,436,0,2,9,3.91
485,13,0,3,3,14.16
486,1,0,4,3,1.66
487,-56,0,4,7,4.75
488,-23,0,2,6,1.41
489,710,0,5,6,9.33
490,-27,0,3,7,13.83
491,174,0,4,5,14.08
492,311,0,3,9,9.41
493,42,0,2,6,14.66
494,-89,0,5,6,4.08
495,-9,0,2,7,1.83
496,77,0,5,7,3.75
497,-49,0,5,5,5.66
498,-32,0,2,3,0.41
499,353,0,5,6,22.08
500,48,0,4,6,10.33
501,-97,0,5,6,7.83
502,131,0,4,5,13.75
503,299,0,3,8,3.08
504,-64,0,2,1,1.33
505,41,0,2,4,4.5
506,-13,0,4,3,8.66
507,106,0,7,7,28.75
508,227,0,4,8,11.16
509,97,0,2,7,6.75
510,-20,0,3,3,18.58
511,41,0,3,5,8.91
512,160,0,3,9,11.66
513,-2,0,2,5,6.91
514,924,0,4,6,9.83
515,496,0,3,8,12
516,209,0,4,8,2.41
517,362,0,3,6,7.91
518,462,0,7,6,4.58
519,834,0,3,8,8
520,30,0,3,7,4
521,-12,0,5,7,7.16
522,-18,0,1,4,1.41
523,-31,0,4,7,0.58
524,828,0,5,6,23.08
525,-14,0,5,3,5.41
526,-82,0,3,6,16.91
527,-49,0,1,3,0.5
528,303,0,3,6,6.91
529,-9,0,4,8,8.91
530,152,0,4,9,15.5
531,-85,0,2,8,10.91
532,1066,0,4,9,6.83
533,356,0,4,8,7.41
534,167,0,5,7,1.5
535,-8,0,3,6,0.33
536,-27,0,4,6,15
537,-80,0,3,3,1.58
538,425,0,5,6,10.91
539,180,0,3,9,11.41
540,59,0,3,7,7.16
541,-136,0,3,4,7.58
542,352,0,4,9,5.16
543,-39,0,4,7,4.16
544,-30,0,3,4,7.5
545,2,0,3,7,1.16
546,0,0,4,3,2
547,-134,0,5,3,1.58
548,157,0,6,9,6.75
549,451,0,4,8,27.58
550,-144,0,2,5,13.75
551,-75,0,3,5,5.75
552,323,0,7,7,20.16
553,-29,0,5,9,7.5
554,-13,0,4,4,22.75
555,152,0,4,7,0.25
556,94,0,4,9,20.83
557,423,0,3,9,7.66
558,1559,0,3,7,2.91
559,3,0,3,8,5.91
560,-74,0,2,8,14.41
561,25,0,4,9,17.66
562,170,0,3,6,6.41
563,93,0,4,4,8.25
564,-86,0,3,5,5.08
565,-54,0,2,2,15.83
566,63,0,3,7,14.41
567,-82,0,1,6,7.66
568,25,0,2,9,10.5
569,238,0,3,7,5.08
570,-63,0,3,7,1.25
571,-36,0,3,7,0.83
572,-81,0,3,3,2.83
573,199,0,2,6,6.16
574,35,0,3,1,9.75
575,-116,0,6,6,13.91
576,27,0,3,3,0.75
577,151,0,3,6,2.08
578,-64,0,4,5,7.58
579,-22,0,3,2,7.33
580,-157,0,5,6,19.33
581,201,0,4,9,14.25
582,269,0,2,8,16
583,-173,0,4,6,5.83
584,37,0,2,9,8.5
585,228,0,2,9,4.91
586,-14,0,4,8,3.5
587,-174,0,4,5,3.41
588,156,0,2,4,3.5
589,-85,0,2,6,1.41
590,191,0,4,9,20.41
591,-9,0,6,3,2.41
592,310,0,5,5,17
593,53,0,4,8,6.16
594,-58,0,4,3,4.66
595,99,0,4,5,18.58
596,46,0,5,6,19
597,90,0,4,6,22.58
598,775,0,3,6,18.33
599,-150,0,3,7,13.91
600,-51,0,5,9,12.5
601,-93,0,3,6,7.16
602,-11,0,2,5,3.66
603,-68,0,1,1,1.58
604,48,0,5,4,7.58
605,107,0,4,5,15.5
606,496,0,3,5,14.75
607,84,0,6,7,5.41
608,22,0,4,7,6.25
609,-8,0,5,8,19.25
610,50,0,3,6,1.41
611,-122,0,3,7,11.16
612,362,0,3,4,3.16
613,123,0,4,6,17.5
614,434,0,4,6,4.91
615,260,0,5,7,9
616,53,0,5,5,3.16
617,268,0,3,7,11.66
618,126,0,5,6,5.25
619,36,0,2,1,5.75
620,16,0,3,2,2.16
621,179,0,6,8,20.83
622,-8,0,4,2,2.25
623,382,0,6,6,16
624,-130,0,3,3,5.16
625,-36,0,3,6,6.5
626,323,0,5,8,12.33
627,-71,0,5,1,5.16
628,538,0,4,8,5.83
629,-19,0,5,6,11.5
630,46,0,3,3,4.41
631,-38,0,1,8,2.25
632,99,0,6,5,16.16
633,584,0,4,9,1.83
634,-2,0,5,9,26
635,-6,0,2,3,4.33
636,154,0,3,6,6.33
637,-89,0,1,3,7.58
638,3,0,5,6,15.75
639,-28,0,2,4,5.91
640,45,0,3,6,7.91
641,-50,0,4,6,5.58
642,285,0,4,9,14.66
643,-103,0,7,5,28.58
644,454,0,7,6,7.91
645,-21,0,2,3,6.91
646,-15,0,2,7,6
647,-84,0,3,7,7.58
648,487,0,4,8,4.08
649,-34,0,4,6,5.41
650,349,0,4,4,18.58
651,-26,0,3,9,1.5
652,-32,0,4,5,20.16
653,-29,0,1,7,4
654,5,0,4,6,4.83
655,72,0,5,6,2.83
656,34,0,4,6,16.08
657,-25,0,2,2,5.08
658,13,0,5,3,23.83
659,-72,0,3,8,1.16
660,-65,0,3,8,7.41
661,146,0,3,4,6.41
662,353,0,2,6,6.91
663,-212,0,3,5,7.75
664,365,0,3,9,10.66
665,-114,0,5,5,17.08
666,210,0,5,5,27.5
667,3,0,4,2,1.41
668,554,0,3,6,5.33
669,603,0,3,5,6.08
670,-9,0,3,7,11.75
671,-53,0,2,6,4.25
672,57,0,1,4,0.25
673,116,0,3,1,4.33
674,-99,0,2,6,6.83
675,36,0,2,4,1.75
676,-50,0,3,4,13.33
677,-79,0,4,5,5.33
678,-18,0,2,1,2.41
679,180,0,2,9,5.33
680,-72,0,6,4,23.41
681,-183,0,3,3,2.58
682,238,0,4,7,14.5
683,-50,0,5,6,5.41
684,-78,0,7,1,6.58
685,-6,0,1,5,2.41
686,-126,0,2,6,5.08
687,223,0,5,9,11.33
688,153,0,4,9,11.58
689,963,0,4,8,8.16
690,279,0,3,5,10.58
691,-84,0,2,6,9.41
692,179,0,2,3,6.41
693,95,0,4,4,4.58
694,215,0,2,3,3.33
695,-47,0,2,1,0.5
696,-2,0,3,6,2
697,-24,0,1,3,4.16
698,387,0,3,7,1.16
699,-11,0,3,7,11.33
700,-94,0,4,6,14.75
701,-37,0,5,6,4.16
702,-12,0,4,6,5.08
703,429,0,4,6,15.66
704,130,0,3,6,4.41
705,81,0,3,7,8.91
706,95,0,3,9,7.83
707,1056,0,3,9,8.25
708,496,0,6,4,13.58
709,-181,0,4,5,4.33
710,26,0,2,6,13.66
711,-108,0,2,7,7
712,271,0,4,7,4.66
713,415,0,4,7,6.41
714,-4,0,3,5,6.66
715,401,0,7,2,40
716,66,0,3,5,14.66
717,-31,0,3,1,2.83
718,94,0,7,2,9.83
719,126,0,4,7,23.41
720,231,0,3,5,5.5
721,275,0,1,1,3.91
722,-104,0,2,4,8.91
723,102,0,5,3,6.08
724,28,0,5,9,7.41
725,-101,0,4,7,8.83
726,490,0,5,6,6.75
727,-59,0,5,9,4.5
728,-40,0,6,5,22.58
729,-34,0,3,9,21.5
730,-67,0,5,7,29.25
731,130,0,2,9,5
732,-34,0,7,7,2.83
733,-75,0,5,6,4.58
734,-19,0,3,4,8.75
735,-14,0,4,4,1.08
736,-116,0,3,5,7.25
737,-119,0,4,5,9.41
738,1,0,3,8,7
739,-7,0,1,9,3.91
740,-3,0,3,6,3.41
741,-28,0,5,7,1.91
742,14,0,6,6,2.41
743,257,0,4,9,10.58
744,-87,0,3,5,9.16
745,-48,0,5,6,14
746,-6,0,2,6,7.41
747,-162,0,4,1,5.91
748,-17,0,4,4,4.66
749,1080,0,3,9,7.58
750,-57,0,4,4,2.08
751,-53,0,4,8,14.41
752,70,0,3,6,14.08
753,-147,0,2,9,11.16
754,211,0,3,9,22.5
755,-72,0,3,5,5.5
756,291,0,3,7,6.41
757,-50,0,5,8,13.75
758,821,0,3,5,6.16
759,-125,0,1,5,1.41
760,72,0,3,5,8.41
761,-141,0,3,7,16.41
762,339,0,2,6,3.16
763,-32,0,6,3,3.5
764,-36,0,5,6,15.66
765,-9,0,5,6,24.33
766,2,0,4,7,12.33
767,-79,0,4,4,1.41
768,-29,0,6,6,23.08
769,-27,0,3,9,17.66
770,586,0,4,9,17.08
771,-90,0,6,5,9.5
772,-76,0,5,4,2.25
773,39,0,6,3,14.66
774,-2,0,3,6,1.08
775,353,0,4,5,23.66
776,-51,0,2,4,7.5
777,110,0,3,7,6.5
778,13,0,2,2,7.5
779,-118,0,3,6,6.58
780,-87,0,7,3,37.66
781,66,0,2,1,7.5
782,-85,0,1,9,11.41
783,-35,0,2,2,2.83
784,-8,0,3,6,1.91
785,-82,0,6,8,26.5
786,75,0,3,6,14.33
787,-154,0,2,3,9.33
788,315,0,3,3,11.5
789,465,0,3,5,13.41
790,247,0,3,6,12.25
791,-128,0,3,9,1.83
792,-125,0,4,5,7.66
793,-34,0,4,9,26.5
794,-106,0,3,4,4.75
795,-53,0,4,9,16.16
796,297,0,4,4,10.41
797,-24,0,4,8,7.83
798,39,0,5,3,8.83
799,-13,0,2,3,28.25
800,38,0,3,6,4.91
801,42,0,5,5,3.33
802,166,0,4,9,24.66
803,-48,0,2,3,2.75
804,-19,0,2,6,3.66
805,-83,0,2,3,5.25
806,83,0,4,9,9.25
807,170,0,4,8,24.83
808,54,0,5,8,24.5
809,71,0,2,8,1.33
810,30,0,2,3,12.41
811,46,0,3,6,6.58
812,105,0,4,7,6.16
813,-48,0,4,7,9.08
814,-78,0,3,6,1.5
815,14,0,5,7,1.58
816,1139,0,4,9,11.33
817,-121,0,3,9,15.25
818,-9,0,5,4,2.58
819,37,0,5,7,31.33
820,32,0,2,7,5.83
821,-76,0,5,9,3.75
822,-39,0,3,9,11.75
823,101,0,3,6,8.66
824,-2,0,2,3,16.91
825,96,0,4,6,25.16
826,217,0,4,6,10.83
827,360,0,3,6,5.66
828,28,0,2,6,5.83
829,-73,0,2,6,3.33
830,240,0,3,6,4.83
831,-14,0,1,6,6.91
832,-85,0,2,7,7.16
833,-44,0,3,6,9.08
834,922,0,5,5,8.33
835,249,0,4,9,17.83
836,-3,0,4,4,2.16
837,162,0,5,6,11.16
838,-36,0,4,9,1
839,-7,0,2,6,4.5
840,-50,0,5,6,3.91
841,287,0,7,7,9.41
842,170,0,2,6,2.41
843,503,0,5,8,2.91
844,233,0,2,6,1
845,645,0,4,7,19.33
846,-158,0,3,6,4.33
847,167,0,1,1,2.41
848,53,0,6,9,26.91
849,-22,0,1,7,2.91
850,-93,0,2,3,1.58
851,127,0,2,9,3.66
852,74,0,4,6,6.25
853,223,0,2,6,6.41
854,-58,0,4,4,14.58
855,0,0,5,7,3.41
856,-19,0,1,3,4.5
857,-98,0,1,6,22.33
858,-79,0,3,6,7.08
859,247,0,3,7,9.08
860,-38,0,4,7,7.33
861,24,0,2,4,5.08
862,-5,0,3,2,7.83
863,-68,0,5,8,3.33
864,16,0,3,5,3.58
865,78,0,5,7,20.41
866,0,0,4,2,16.33
867,-68,0,3,7,4.5
868,-30,0,2,8,5.75
869,-34,0,2,6,3
870,-190,0,5,9,7.25
871,392,0,3,9,9.91
872,0,0,4,6,15.16
873,24,0,4,6,23.41
874,293,0,3,6,22.83
875,-40,0,3,7,3.66
876,820,0,5,7,37.83
877,28,0,2,3,1.16
878,-13,0,4,6,16.91
879,461,0,3,9,2
880,75,0,2,2,1.16
881,-163,0,1,1,4.83
882,-48,0,3,5,3.25
883,8,0,4,6,22.33
884,-42,0,4,7,16.58
885,-34,0,4,7,5
886,-13,0,4,9,15.08
887,-25,0,3,4,6.58
888,-51,0,2,9,3.5
889,-147,0,4,6,3.75
890,10,0,2,4,0.16
891,-26,0,4,6,3.16
892,-42,0,4,6,7.41
893,146,0,2,7,1.41
894,-31,0,4,8,6.83
895,-166,0,4,6,18.66
896,44,0,3,4,9.25
897,131,0,2,5,6.91
898,141,0,5,1,15.16
899,-47,0,7,5,6
900,80,0,4,9,15.91
901,22,0,5,5,32
902,171,0,4,6,6.58
903,-40,0,4,4,8
904,-196,0,4,6,6.58
905,-116,0,4,6,10.91
906,424,0,6,9,18.5
907,111,0,4,5,1.41
908,-157,0,3,6,5.75
909,-21,0,1,1,8.08
910,207,0,2,6,7
911,377,0,2,1,7.58
912,-78,0,3,7,8.08
913,-32,0,3,6,3.16
914,-49,0,5,6,7.25
915,-130,0,4,8,9.91
916,-36,0,2,9,3.91
917,-46,0,7,9,6.41
918,-2,0,3,8,1.58
919,332,0,4,9,2.91
920,48,0,2,2,6.16
921,513,0,4,6,6.25
922,13,0,2,1,6.41
923,0,0,4,9,0.83
924,139,0,2,6,10.41
925,18,0,2,5,3.91
926,-127,0,4,8,28.08
927,836,0,4,9,21.16
928,-25,0,4,8,3.83
929,377,0,3,6,7.33
930,-79,0,4,3,22.25
931,-146,0,6,3,10.58
932,-17,0,4,6,1.25
933,-22,0,2,3,0.75
934,-51,0,7,1,28.91
935,172,0,7,3,9.16
936,-62,0,3,5,0.91
937,78,0,2,6,3.58
938,140,0,2,6,2.91
939,-21,0,4,4,1.08
940,-109,0,3,9,11.33
941,-53,0,4,4,10.83
942,5,0,2,6,7.25
943,-77,0,4,7,14.33
944,105,0,2,9,5.16
945,-9,0,3,9,7.33
946,3,0,3,6,3.83
947,-134,0,2,4,8.75
948,323,0,1,5,1.25
949,221,0,3,9,21.83
950,-183,0,2,9,2.16
951,296,0,2,7,7.75
952,-15,0,2,3,9.25
953,26,0,4,6,12
954,-73,0,3,5,16.66
955,253,0,6,5,9.58
956,-91,0,3,7,6.83
957,-77,0,3,9,18.66
958,-159,0,3,9,5.91
959,-215,0,2,7,4.83
960,189,0,5,6,6.58
961,262,0,3,7,2.83
962,143,0,3,9,13.91
963,140,0,4,8,2.91
964,485,0,3,4,18.83
965,-130,0,3,7,18.25
966,-35,0,1,6,8.25
967,-97,0,2,3,2.75
968,336,0,4,9,10.08
969,1600,0,4,9,13.08
970,-159,0,5,1,9.5
971,158,0,2,7,5
972,258,0,2,6,7.41
973,-178,0,2,6,9.75
